hsa_id,name,ownership,address,street,postal_code,city,lan_code,lat,lon,has_coordinates,phone,phone_international,care_type_tags,url_1177,coord_source,fetched_at
SE162321000255-O23466,Barn- och ungdomspsykiatrimottagning Första linjen Ystad,Region,"Stora Östergatan 13, Ystad",Stora Östergatan 13,,Ystad,12,55.4301841930255,13.8224245127572,True,077-117 14 85,+46771171485,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Forsta-linjen-Ystad/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23465,Barn- och ungdomspsykiatrimottagning Första linjen Trelleborg,Region,"Lotsgränden 3, Trelleborg",Lotsgränden 3,,Trelleborg,12,55.3744925778818,13.1479019024776,True,077-117 14 85,+46771171485,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Forsta-linjen-Trelleborg/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23468,Barn- och ungdomspsykiatrimottagning Helsingborg,Region,"Rönnowsgatan 10D, Helsingborg",Rönnowsgatan 10D,,Helsingborg,12,56.0366301930223,12.7010198708104,True,077-123 89 05,+46771238905,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Helsingborg/,1177_api_2026-08-26,2026-08-26
SE2321000198-019003,Barn- och ungdomspsykiatrimottagning Hudiksvall,Region,"Kungsgatan 33, 824 43 Hudiksvall",Kungsgatan 33,824 43,Hudiksvall,21,61.7294285106181,17.0988217814713,True,0650-924 58,+4665092458,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Hudiksvall/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23467,Barn- och ungdomspsykiatrimottagning Hässleholm,Region,"Skytteliden 6, Hässleholm",Skytteliden 6,,Hässleholm,12,56.159853384844,13.780091019054,True,0451-29 60 91,+46451296091,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Hassleholm/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23469,Barn- och ungdomspsykiatrimottagning hörsel och döv Lund,Region,"Lovisastigen 15, Lund",Lovisastigen 15,,Lund,12,55.7177423765121,13.1997054847358,True,046-17 50 29,+4646175029,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-horsel-och-dov-Lund/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23470,Barn- och ungdomspsykiatrimottagning Kristianstad,Region,"Floravägen 3, Kristianstad",Floravägen 3,,Kristianstad,12,56.0346791855126,14.1730321134386,True,044-309 23 00,+46443092300,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Kristianstad/,1177_api_2026-08-26,2026-08-26
SE162321000255-O28160,Barn- och ungdomspsykiatrimottagning könsidentitet Malmö,Region,"Hans Michelsensgatan 9, Malmö",Hans Michelsensgatan 9,,Malmö,12,55.6123577857521,12.9996111267076,True,040-33 59 37,+4640335937,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-konsidentitet-Malmo/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23471,Barn- och ungdomspsykiatrimottagning Landskrona,Region,"Skiftesvägen 4B, Landskrona",Skiftesvägen 4B,,Landskrona,12,55.8799140474221,12.842545247315,True,077-123 89 05,+46771238905,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Landskrona/,1177_api_2026-08-26,2026-08-26
SE2321000180-470X,Barn- och ungdomspsykiatrimottagning Ludvika,Region,Ludvika lasarett,Ludvika lasarett,,Ludvika lasarett,20,60.1560377601081,15.2035263250137,True,0240-49 55 70,+46240495570,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Ludvika/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23473,Barn- och ungdomspsykiatrimottagning mellanvård Helsingborg,Region,"Rönnowsgatan 10D, Helsingborg",Rönnowsgatan 10D,,Helsingborg,12,56.0366301930223,12.7010198708104,True,077-123 89 05,+46771238905,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-mellanvard-Helsingborg/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23474,Barn- och ungdomspsykiatrimottagning mellanvård Kristianstad,Region,"Floravägen 3, Kristianstad",Floravägen 3,,Kristianstad,12,56.0346791855126,14.1730321134386,True,044-309 23 40,+46443092340,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-mellanvard-Kristianstad/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23475,Barn- och ungdomspsykiatrimottagning mellanvård Lund,Region,"Lovisastigen 13, Lund",Lovisastigen 13,,Lund,12,55.7177614731852,13.2001817419462,True,046-17 50 29,+4646175029,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-mellanvard-Lund/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23476,Barn- och ungdomspsykiatrimottagning mellanvård Malmö,Region,"Per Albin Hanssons väg 41, Malmö",Per Albin Hanssons väg 41,,Malmö,12,55.581891956364,13.0021832811159,True,040-33 16 70,+4640331670,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-mellanvard-Malmo/,1177_api_2026-08-26,2026-08-26
SE162321000255-O37590,"Barn- och ungdomspsykiatrimottagning mellanvård Ystad, Ystad",Region,"Kristianstadsvägen 1A, Ystad",Kristianstadsvägen 1A,,Ystad,12,55.4324758409756,13.816384523272,True,0411-99 54 06,+46411995406,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-mellanvard-Ystad-Ystad/,1177_api_2026-08-26,2026-08-26
SE2321000180-5P1G,Barn- och ungdomspsykiatrimottagning Moment Borlänge,Privat,"Tunagatan 44, våning 3",Tunagatan 44,,våning 3,20,60.4855284117322,15.4386580807877,True,0243-79 82 00,+46243798200,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Moment-Borlange/,1177_api_2026-08-26,2026-08-26
SE2321000180-4710,Barn- och ungdomspsykiatrimottagning Mora,Region,Mora lasarett,Mora lasarett,,Mora lasarett,20,61.0162828363321,14.5849490208663,True,0250-49 36 80,+46250493680,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Mora/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23478,Barn- och ungdomspsykiatrimottagning neuropsykiatri Malmö,Region,"Per Albin Hanssons väg 41, Malmö",Per Albin Hanssons väg 41,,Malmö,12,55.581891956364,13.0021832811159,True,040-33 16 70,+4640331670,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-neuropsykiatri-Malmo/,1177_api_2026-08-26,2026-08-26
SE2321000180-5PT5,Barn- och ungdomspsykiatrimottagning Psykiatripartners Hedemora,Privat,Morgatan 8,Morgatan 8,,Morgatan 8,20,60.2791893190759,15.9796592280395,True,010-182 13 30,+46101821330,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Psykiatripartners-Hedemora/,1177_api_2026-08-26,2026-08-26
SE2321000180-5HG0,Barn- och ungdomspsykiatrimottagning Psykiatripartners Falun,Privat,"Stadshuset, Slaggatan 3 C",Stadshuset,,Slaggatan 3 C,20,60.6074107027868,15.6293167406956,True,010-182 13 30,+46101821330,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Psykiatripartners-Falun/,1177_api_2026-08-26,2026-08-26
SE2321000180-5PFF,Barn- och ungdomspsykiatrimottagning Psykiatripartners Ludvika,Privat,Carlavägen 21,Carlavägen 21,,Carlavägen 21,20,60.1493872397537,15.1899659304132,True,010-182 13 30,+46101821330,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Psykiatripartners-Ludvika/,1177_api_2026-08-26,2026-08-26
SE162321000255-O28161,Barn- och ungdomspsykiatrimottagning trauma Malmö,Region,"Kattsundsgatan 21, Malmö",Kattsundsgatan 21,,Malmö,12,55.6069889230454,13.0053124921408,True,040-33 71 43,+4640337143,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-trauma-Malmo/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23481,Barn- och ungdomspsykiatrimottagning Trelleborg,Region,"Algatan 27, Trelleborg",Algatan 27,,Trelleborg,12,55.3741034137815,13.1552181154531,True,040-33 16 70,+4640331670,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Trelleborg/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23482,Barn- och ungdomspsykiatrimottagning Ystad,Region,"Kristianstadsvägen 1A, Ystad",Kristianstadsvägen 1A,,Ystad,12,55.4324758409756,13.816384523272,True,0411-99 54 06,+46411995406,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Ystad/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23457,Barn- och ungdomspsykiatrimottagning Ängelholm,Region,"Landshövdingevägen 7D, Ängelholm",Landshövdingevägen 7D,,Ängelholm,12,56.2396612003509,12.8584613220705,True,077-123 89 05,+46771238905,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-Angelholm/,1177_api_2026-08-26,2026-08-26
SE162321000255-O23456,Barn- och ungdomspsykiatrimottagning ätstörning Malmö,Region,"Per Albin Hanssons väg 41, Malmö",Per Albin Hanssons väg 41,,Malmö,12,55.581891956364,13.0021832811159,True,040-33 16 70,+4640331670,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrimottagning-atstorning-Malmo/,1177_api_2026-08-26,2026-08-26
SE2321000164-7381037594025,"Barn- och ungdomspsykiatrin Gryningen Karlskoga, Karlskoga",Region,"Skrantabacken 5, Karlskoga",Skrantabacken 5,,Karlskoga,18,59.3216694553477,14.5106215303142,True,0586-666 48,+4658666648,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrin-Gryningen-Karlskoga-Karlskoga/,1177_api_2026-08-26,2026-08-26
SE162321000024-0038135,Barn- och ungdomspsykiatrins förstärkta öppenvården,Region,"Dag Hammarskjölds väg 13, Uppsala",Dag Hammarskjölds väg 13,,Uppsala,03,59.8516211746847,17.6357468451091,True,018-611 91 04,+46186119104,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrins-forstarkta-oppenvarden/,1177_api_2026-08-26,2026-08-26
SE2321000214-0041607,"Barn- och ungdomspsykiatrins mottagning, Östersund",Region,"Köpmangatan 24, 831 30 Östersund",Köpmangatan 24,831 30,Östersund,23,63.1787413979036,14.6331876857873,True,063-15 40 10,+4663154010,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrins-mottagning-Ostersund/,1177_api_2026-08-26,2026-08-26
SE2321000073-4BVQ,Barn- och ungdomspsykiatrisk akutavdelning Kalmar,Region,"Hälsogränd 1, Kalmar",Hälsogränd 1,,Kalmar,08,56.6571168844968,16.3285366962145,True,010-358 12 94,+46103581294,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-akutavdelning-Kalmar/,1177_api_2026-08-26,2026-08-26
SE162321000156-58L5,Barn- och ungdomspsykiatrisk entrémottagning,Region,"Lagergrens gata 3, Karlstad",Lagergrens gata 3,,Karlstad,17,59.3730631,13.5095138,True,010-831 83 00,+46108318300,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-entremottagning/,nominatim_fallback_2026-08-26,2026-08-26
SE2321000081-a2606,"Barn- och ungdomspsykiatrisk mellanvård Karlshamn, Karlshamn",Region,"Barn- och ungdomspsykiatrisk mellanvård Karlshamn, Ställverksvägen 2, 374 39 Karlshamn, plan 1.",Barn- och ungdomspsykiatrisk mellanvård Karlshamn,374 39,plan 1.,10,56.1741066384506,14.8719089076291,True,0454-73 34 40,+46454733440,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mellanvard-Karlshamn-Karlshamn/,1177_api_2026-08-26,2026-08-26
SE162321000156-4PB5,Barn- och ungdomspsykiatrisk mottagning 1,Region,"Lagergrens gata 3, Karlstad",Lagergrens gata 3,,Karlstad,17,59.3730631,13.5095138,True,010-831 83 00,+46108318300,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mottagning-1/,nominatim_fallback_2026-08-26,2026-08-26
SE162321000024-0016906,"Barn- och ungdomspsykiatrisk mottagning 1, Uppsala",Region,"Kungsgatan 38, Uppsala",Kungsgatan 38,,Uppsala,03,59.8604025358048,17.6408523608734,True,018-611 24 10,+46186112410,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mottagning-1-Uppsala/,1177_api_2026-08-26,2026-08-26
SE162321000024-0016985,Barn- och ungdomspsykiatrisk mottagning 2,Region,"Kungsgatan 38, Uppsala",Kungsgatan 38,,Uppsala,03,59.8604025358048,17.6408523608734,True,018-611 24 10,+46186112410,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mottagning-2/,1177_api_2026-08-26,2026-08-26
SE162321000024-0081435,Barn- och ungdomspsykiatrisk mottagning 3,Region,"Kungsgatan 38, Uppsala",Kungsgatan 38,,Uppsala,03,59.8604025358048,17.6408523608734,True,018-611 24 10,+46186112410,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mottagning-3/,1177_api_2026-08-26,2026-08-26
SE2321000073-4BVT,Barn- och ungdomspsykiatrisk mottagning Kalmar,Region,"Hälsogränd 1, Kalmar",Hälsogränd 1,,Kalmar,08,56.6571168844968,16.3285366962145,True,010-358 16 94,+46103581694,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mottagning-Kalmar/,1177_api_2026-08-26,2026-08-26
SE2321000081-a228,Barn- och ungdomspsykiatrisk mottagning Karlshamn,Region,"Sjukhusvägen 6, 374 80 Karlshamn, Ingång vid entré B, Elfsbergsgården",Sjukhusvägen 6,374 80,Elfsbergsgården,10,56.1866962340354,14.8515993991245,True,0454-73 10 32,+46454731032,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mottagning-Karlshamn/,1177_api_2026-08-26,2026-08-26
SE2321000081-a197,Barn- och ungdomspsykiatrisk mottagning Karlskrona,Region,"Bååths gränd 3, 371 34 Karlskrona",Bååths gränd 3,371 34,Karlskrona,10,56.164001263871,15.583661184786,True,0455-73 10 32,+46455731032,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mottagning-Karlskrona/,1177_api_2026-08-26,2026-08-26
SE2321000073-4BM2,Barn- och ungdomspsykiatrisk mottagning Oskarshamn,Region,"Rösvägen 4, Oskarshamn",Rösvägen 4,,Oskarshamn,08,57.2630720769063,16.4238041790471,True,010-358 22 98,+46103582298,"Psykologverksamhet, barn och ungdom;1033;Bup;",https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mottagning-Oskarshamn/,1177_api_2026-08-26,2026-08-26
SE2321000073-4BM3,Barn- och ungdomspsykiatrisk mottagning Västervik,Region,"Södermalmsgatan 20A, Västervik",Södermalmsgatan 20A,,Västervik,08,57.751819645012,16.6370706423593,True,010-358 63 72,+46103586372,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mottagning-Vastervik/,1177_api_2026-08-26,2026-08-26
SE2321000016-4R8J,"Barn- och ungdomspsykiatrisk mottagning, Norrtälje Tiohundra",Region,"Drottning Kristinas väg 70A, Norrtälje",Drottning Kristinas väg 70A,,Norrtälje,01,59.7473417506606,18.6914205765975,True,08-123 273 80,+46812327380,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-mottagning-Norrtalje-Tiohundra/,1177_api_2026-08-26,2026-08-26
SE2321000081-a200,"Barn- och ungdomspsykiatrisk vårdavdelning, Karlskrona",Region,"Hälsovägen, byggnad 24, plan 6, Karlskrona",Hälsovägen,,Karlskrona,10,56.1829693651076,15.6046471375926,True,0455-73 58 14,+46455735814,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-vardavdelning-Karlskrona/,1177_api_2026-08-26,2026-08-26
SE162321000024-0085145,"Barn- och ungdomspsykiatrisk ätstörningsavdelning NHV 2 A, Uppsala",Region,"Akademiska sjukhuset, ingång 10",Akademiska sjukhuset,,ingång 10,03,59.8492385848209,17.6398630302379,True,018-617 42 40,+46186174240,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-atstorningsavdelning-NHV-2-A-Uppsala/,1177_api_2026-08-26,2026-08-26
SE2321000164-013DT,Barn- och ungdomspsykiatrisk öppenvård BUP Örebro,Region,"Änggatan 17, vån 4, Örebro",Änggatan 17,,Örebro,18,59.2677559150772,15.207401314282,True,019-602 57 00,+46196025700,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatrisk-oppenvard-BUP-Orebro/,1177_api_2026-08-26,2026-08-26
SE162321000024-0016351,Barn- och ungdomspsykiatriska akutavdelningen,Region,"Akademiska sjuhuset, Ingång 10",Akademiska sjuhuset,,Ingång 10,03,59.8518274035758,17.6377033634014,True,018-611 96 02,+46186119602,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-akutavdelningen/,1177_api_2026-08-26,2026-08-26
SE2321000040-4G17,"Barn- och ungdomspsykiatriska kliniken ViN, Norrköping",Region,"Gamla Lasarettsgatan 18, Norrköping",Gamla Lasarettsgatan 18,,Norrköping,05,58.5832014097045,16.1784572411819,True,010-105 93 52,+46101059352,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-kliniken-ViN-Norrkoping/,1177_api_2026-08-26,2026-08-26
SE2321000016-4TRR,"Barn- och ungdomspsykiatriska mottagningen BUP, Gotland",Region,"Neptungatan 6, VISBY",Neptungatan 6,,VISBY,09,57.6458790108437,18.3083515209095,True,0498-26 84 04,+46498268404,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-BUP-Gotland/,1177_api_2026-08-26,2026-08-26
SE2321000230-E02338,Barn- och ungdomspsykiatriska mottagningen Gällivare sjukhus,Region,"Källgatan 14, Gällivare sjukhus",Källgatan 14,,Gällivare sjukhus,,,,False,0970-194 47,+4697019447,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-Gallivare-sjukhus/,,2026-08-26
SE162321000024-0017103,"Barn- och ungdomspsykiatriska mottagningen i Enköping, Enköping",Region,"Linbanegatan 8, Enköping",Linbanegatan 8,,Enköping,03,59.645770888278,17.0774015170631,True,0171-41 83 80,+46171418380,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-i-Enkoping-Enkoping/,1177_api_2026-08-26,2026-08-26
SE2321000057-4PW2,Barn- och ungdomspsykiatriska mottagningen Jönköping,Region,"Sjukhusgatan, Jönköping, hus A2",Sjukhusgatan,,hus A2,06,57.7712333143627,14.1960348841571,True,010-241 10 30,+46102411030,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-Jonkoping/,1177_api_2026-08-26,2026-08-26
SE2321000032-4NH1,"Barn- och ungdomspsykiatriska mottagningen Kullbergska sjukhuset, Katrineholm",Region,"Kullbergska sjukhuset, Djulögatan 71, Katrineholm",Kullbergska sjukhuset,,Katrineholm,04,58.9921253593145,16.2186578048787,True,010-492 58 28,+46104925828,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-Kullbergska-sjukhuset-Katrineholm/,1177_api_2026-08-26,2026-08-26
SE2321000230-E02340,Barn- och ungdomspsykiatriska mottagningen Luleå,Region,"Residensgatan 18 (plan 3), 972 38 Luleå",Residensgatan 18 (plan 3),972 38,Luleå,25,,,False,0920-715 80,+4692071580,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-Lulea/,,2026-08-26
SE2321000032-4NH7,"Barn- och ungdomspsykiatriska mottagningen Mälarsjukhuset, Eskilstuna",Region,"Mälarsjukhuset, Skogsvaktarvägen 4",Mälarsjukhuset,,Skogsvaktarvägen 4,04,59.3634395416212,16.5404532441002,True,010-492 58 28,+46104925828,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-Malarsjukhuset-Eskilstuna/,1177_api_2026-08-26,2026-08-26
SE2321000032-4NH2,"Barn- och ungdomspsykiatriska mottagningen Nyköping, Nyköping",Region,"Bagaregatan 3D, Nyköping",Bagaregatan 3D,,Nyköping,04,58.7486221694472,17.0061166869776,True,010-492 58 28,+46104925828,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-Nykoping-Nykoping/,1177_api_2026-08-26,2026-08-26
SE2321000057-BCL2,Barn- och ungdomspsykiatriska mottagningen Nässjö,Region,"Nässjö vårdcentrum, Skansgatan 9, hus 09",Nässjö vårdcentrum,,hus 09,06,57.6559833757088,14.7132225383889,True,010-241 10 30,+46102411030,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-Nassjo/,1177_api_2026-08-26,2026-08-26
SE2321000230-E02336,Barn- och ungdomspsykiatriska mottagningen Piteå sjukhus,Region,"Lasarettsvägen 14 D, 941 50 Piteå",Lasarettsvägen 14 D,941 50,Piteå,25,65.3144934,21.4995695,True,0911-750 60,+4691175060,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-Pitea-sjukhus/,nominatim_fallback_2026-08-26,2026-08-26
SE2321000057-BCL3,Barn- och ungdomspsykiatriska mottagningen Värnamo,Region,"Vallgatan 4, Värnamo",Vallgatan 4,,Värnamo,06,57.1890427564693,14.0454002351002,True,010-241 10 30,+46102411030,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-mottagningen-Varnamo/,1177_api_2026-08-26,2026-08-26
SE162321000024-0016812,Barn- och ungdomspsykiatriska ätstörningsenheten,Region,"Akademiska sjukhuset, Ingång 10",Akademiska sjukhuset,,Ingång 10,03,59.8492385848209,17.6398630302379,True,018-611 25 38,+46186112538,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barn-och-ungdomspsykiatriska-atstorningsenheten/,1177_api_2026-08-26,2026-08-26
SE2321000040-7KVB,Barnahus Linköping,Region,"Brigadgatan 21, Linköping",Brigadgatan 21,,Linköping,05,58.3957318148595,15.616503435374,True,010-103 86 93,+46101038693,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barnahus-Linkoping/,1177_api_2026-08-26,2026-08-26
SE2321000040-91MV,"Barntraumateam Linköping, Barn- och ungdomshälsan",Region,"Apotekaregatan 11, Linköping",Apotekaregatan 11,,Linköping,05,58.4106666308279,15.6196564292386,True,010-103 90 98,+46101039098,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barntraumateam-Linkoping-Barn-och-ungdomshalsan/,1177_api_2026-08-26,2026-08-26
SE2321000040-7Q4T,"Barntraumateam Motala, Barn- och ungdomshälsan",Region,"Lasarettet, B-huset, plan 9, Motala",Lasarettet,,Motala,05,58.544422910249,15.0281706627249,True,010-104 85 75,+46101048575,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barntraumateam-Motala-Barn-och-ungdomshalsan/,1177_api_2026-08-26,2026-08-26
SE2321000040-91MN,"Barntraumateam Norrköping, Norrköping",Region,"Vrinnevisjukhuset, Ingång 14, Norrköping",Vrinnevisjukhuset,,Norrköping,05,58.5636754900134,16.1782672876115,True,010-104 20 88,+46101042088,Bup;,https://www.1177.se/hitta-vard/kontaktkort/Barntraumateam-Norrkoping-Norrkoping/,1177_api_2026-08-26,2026-08-26
SE162321000024-0092393,"BUP ADHD på nätet, Uppsala",Region,"Kungsgatan 38, Uppsala",Kungsgatan 38,,Uppsala,03,59.8604025358048,17.6408523608734,True,018-611 24 10,+46186112410,Bup;,https://www.1177.se/hitta-vard/kontaktkort/BUP-ADHD-pa-natet-Uppsala/,1177_api_2026-08-26,2026-08-26
SE2321000131-E000000003625,"BUP Affektiv mottagning Kungälv, Kungälv",Region,"Rollsbovägen 58, 442 40, Kungälv",Rollsbovägen 58,442 40,Kungälv,14,57.8886046900753,11.9502827898072,True,0303-24 10 32,+46303241032,Bup;,https://www.1177.se/hitta-vard/kontaktkort/BUP-Affektiv-mottagning-Kungalv-Kungalv/,1177_api_2026-08-26,2026-08-26
SE2321000131-E000000013361,"BUP akutansvar, Skövde",Region,"Lövängsvägen 4, 549 49, Skövde",Lövängsvägen 4,549 49,Skövde,14,58.4268537752739,13.8520408400991,True,0500-43 10 00,+46500431000,Bup;,https://www.1177.se/hitta-vard/kontaktkort/BUP-akutansvar-Skovde/,1177_api_2026-08-26,2026-08-26
SE2321000131-E000000010871,"BUP Akutavdelning, Borås",Region,"Brämhultsvägen 53, 504 55, Borås",Brämhultsvägen 53,504 55,Borås,14,57.7246865132271,12.9640049403255,True,033-616 20 90,+46336162090,Bup;,https://www.1177.se/hitta-vard/kontaktkort/BUP-Akutavdelning-Boras/,1177_api_2026-08-26,2026-08-26
SE2321000016-B15D,BUP Akutenhet,Region,"Sachsgatan 10, Stockholm",Sachsgatan 10,,Stockholm,01,59.3080371644427,18.0583265412017,True,08-123 669 00,+46812366900,Bup;,https://www.1177.se/hitta-vard/kontaktkort/BUP-Akutenhet/,1177_api_2026-08-26,2026-08-26
SE2321000172-2Q5N,BUP akutmottagning Västmanland,Region,"Västmanlands sjukhus Västerås, Psykiatricentrum, Ingång 29, Adelsögatan 30, Västerås",Västmanlands sjukhus Västerås,,Västerås,19,59.6177482446738,16.5856472630339,True,021-17 57 46,+4621175746,Bup;,https://www.1177.se/hitta-vard/kontaktkort/BUP-akutmottagning-Vastmanland/,1177_api_2026-08-26,2026-08-26
SE2321000172-181R,BUP avdelning 99 Västmanland,Region,"Västmanlands sjukhus Västerås, Psykiatricentrum, Ingång 29, Adelsögatan 30, Västerås",Västmanlands sjukhus Västerås,,Västerås,19,59.6176672561815,16.5856808227607,True,021-17 57 80,+4621175780,Bup;,https://www.1177.se/hitta-vard/kontaktkort/BUP-avdelning-99-Vastmanland/,1177_api_2026-08-26,2026-08-26
