indicator,county_code,county_name,year,window,month,age_group,sex,value,count,suppressed
psych_substance_use_per_100k,22,Västernorrland,2010,,,45-54,M,758.8,123,False
psych_substance_use_per_100k,22,Västernorrland,2011,,,45-54,M,746.5,121,False
psych_substance_use_per_100k,22,Västernorrland,2012,,,45-54,M,697.7,114,False
psych_substance_use_per_100k,22,Västernorrland,2013,,,45-54,M,604.2,99,False
psych_substance_use_per_100k,22,Västernorrland,2014,,,45-54,M,713.8,117,False
psych_substance_use_per_100k,22,Västernorrland,2015,,,45-54,M,722.0,119,False
psych_substance_use_per_100k,22,Västernorrland,2016,,,45-54,M,713.7,119,False
psych_substance_use_per_100k,22,Västernorrland,2017,,,45-54,M,798.7,133,False
psych_substance_use_per_100k,22,Västernorrland,2018,,,45-54,M,598.1,99,False
psych_substance_use_per_100k,22,Västernorrland,2019,,,45-54,M,742.1,121,False
psych_substance_use_per_100k,22,Västernorrland,2020,,,45-54,M,668.8,107,False
psych_substance_use_per_100k,22,Västernorrland,2021,,,45-54,M,793.9,124,False
psych_substance_use_per_100k,22,Västernorrland,2022,,,45-54,M,823.7,126,False
psych_substance_use_per_100k,22,Västernorrland,2023,,,45-54,M,773.6,116,False
psych_substance_use_per_100k,22,Västernorrland,2024,,,45-54,M,907.3,134,False
psych_substance_use_per_100k,22,Västernorrland,2025,,,45-54,M,924.0,135,False
psych_substance_use_per_100k,22,Västernorrland,2008,,,45-54,K,363.8,56,False
psych_substance_use_per_100k,22,Västernorrland,2009,,,45-54,K,350.2,54,False
psych_substance_use_per_100k,22,Västernorrland,2010,,,45-54,K,289.5,45,False
psych_substance_use_per_100k,22,Västernorrland,2011,,,45-54,K,363.6,57,False
psych_substance_use_per_100k,22,Västernorrland,2012,,,45-54,K,279.7,44,False
psych_substance_use_per_100k,22,Västernorrland,2013,,,45-54,K,329.1,52,False
psych_substance_use_per_100k,22,Västernorrland,2014,,,45-54,K,316.4,50,False
psych_substance_use_per_100k,22,Västernorrland,2015,,,45-54,K,415.2,66,False
psych_substance_use_per_100k,22,Västernorrland,2016,,,45-54,K,407.4,65,False
psych_substance_use_per_100k,22,Västernorrland,2017,,,45-54,K,416.8,67,False
psych_substance_use_per_100k,22,Västernorrland,2018,,,45-54,K,368.3,59,False
psych_substance_use_per_100k,22,Västernorrland,2019,,,45-54,K,370.7,59,False
psych_substance_use_per_100k,22,Västernorrland,2020,,,45-54,K,337.2,53,False
psych_substance_use_per_100k,22,Västernorrland,2021,,,45-54,K,383.2,59,False
psych_substance_use_per_100k,22,Västernorrland,2022,,,45-54,K,392.3,59,False
psych_substance_use_per_100k,22,Västernorrland,2023,,,45-54,K,393.2,58,False
psych_substance_use_per_100k,22,Västernorrland,2024,,,45-54,K,512.0,75,False
psych_substance_use_per_100k,22,Västernorrland,2025,,,45-54,K,386.9,56,False
psych_substance_use_per_100k,22,Västernorrland,2008,,,45-54,T,601.1,189,False
psych_substance_use_per_100k,22,Västernorrland,2009,,,45-54,T,539.0,170,False
psych_substance_use_per_100k,22,Västernorrland,2010,,,45-54,T,529.0,168,False
psych_substance_use_per_100k,22,Västernorrland,2011,,,45-54,T,558.2,178,False
psych_substance_use_per_100k,22,Västernorrland,2012,,,45-54,T,492.8,158,False
psych_substance_use_per_100k,22,Västernorrland,2013,,,45-54,T,469.1,151,False
psych_substance_use_per_100k,22,Västernorrland,2014,,,45-54,T,518.8,167,False
psych_substance_use_per_100k,22,Västernorrland,2015,,,45-54,T,571.4,185,False
psych_substance_use_per_100k,22,Västernorrland,2016,,,45-54,T,563.9,184,False
psych_substance_use_per_100k,22,Västernorrland,2017,,,45-54,T,611.0,200,False
psych_substance_use_per_100k,22,Västernorrland,2018,,,45-54,T,485.1,158,False
psych_substance_use_per_100k,22,Västernorrland,2019,,,45-54,T,558.6,180,False
psych_substance_use_per_100k,22,Västernorrland,2020,,,45-54,T,504.5,160,False
psych_substance_use_per_100k,22,Västernorrland,2021,,,45-54,T,590.0,183,False
psych_substance_use_per_100k,22,Västernorrland,2022,,,45-54,T,609.9,185,False
psych_substance_use_per_100k,22,Västernorrland,2023,,,45-54,T,584.9,174,False
psych_substance_use_per_100k,22,Västernorrland,2024,,,45-54,T,710.4,209,False
psych_substance_use_per_100k,22,Västernorrland,2025,,,45-54,T,656.7,191,False
psych_substance_use_per_100k,23,Jämtland,2008,,,45-54,M,470.4,40,False
psych_substance_use_per_100k,23,Jämtland,2009,,,45-54,M,544.9,46,False
psych_substance_use_per_100k,23,Jämtland,2010,,,45-54,M,737.1,62,False
psych_substance_use_per_100k,23,Jämtland,2011,,,45-54,M,766.8,65,False
psych_substance_use_per_100k,23,Jämtland,2012,,,45-54,M,658.8,56,False
psych_substance_use_per_100k,23,Jämtland,2013,,,45-54,M,754.5,64,False
psych_substance_use_per_100k,23,Jämtland,2014,,,45-54,M,712.8,60,False
psych_substance_use_per_100k,23,Jämtland,2015,,,45-54,M,609.3,51,False
psych_substance_use_per_100k,23,Jämtland,2016,,,45-54,M,629.3,53,False
psych_substance_use_per_100k,23,Jämtland,2017,,,45-54,M,496.1,42,False
psych_substance_use_per_100k,23,Jämtland,2018,,,45-54,M,461.2,39,False
psych_substance_use_per_100k,23,Jämtland,2019,,,45-54,M,604.2,51,False
psych_substance_use_per_100k,23,Jämtland,2020,,,45-54,M,445.2,37,False
psych_substance_use_per_100k,23,Jämtland,2021,,,45-54,M,366.5,30,False
psych_substance_use_per_100k,23,Jämtland,2022,,,45-54,M,558.5,45,False
psych_substance_use_per_100k,23,Jämtland,2023,,,45-54,M,438.8,35,False
psych_substance_use_per_100k,23,Jämtland,2024,,,45-54,M,497.9,40,False
psych_substance_use_per_100k,23,Jämtland,2025,,,45-54,M,474.5,38,False
psych_substance_use_per_100k,23,Jämtland,2008,,,45-54,K,242.0,20,False
psych_substance_use_per_100k,23,Jämtland,2009,,,45-54,K,241.4,20,False
psych_substance_use_per_100k,23,Jämtland,2010,,,45-54,K,156.7,13,False
psych_substance_use_per_100k,23,Jämtland,2011,,,45-54,K,314.1,26,False
psych_substance_use_per_100k,23,Jämtland,2012,,,45-54,K,301.5,25,False
psych_substance_use_per_100k,23,Jämtland,2013,,,45-54,K,315.9,26,False
psych_substance_use_per_100k,23,Jämtland,2014,,,45-54,K,344.3,28,False
psych_substance_use_per_100k,23,Jämtland,2015,,,45-54,K,297.1,24,False
psych_substance_use_per_100k,23,Jämtland,2016,,,45-54,K,368.0,30,False
psych_substance_use_per_100k,23,Jämtland,2017,,,45-54,K,368.1,30,False
psych_substance_use_per_100k,23,Jämtland,2018,,,45-54,K,332.0,27,False
psych_substance_use_per_100k,23,Jämtland,2019,,,45-54,K,347.6,28,False
psych_substance_use_per_100k,23,Jämtland,2020,,,45-54,K,201.2,16,False
psych_substance_use_per_100k,23,Jämtland,2021,,,45-54,K,305.0,24,False
psych_substance_use_per_100k,23,Jämtland,2022,,,45-54,K,324.3,25,False
psych_substance_use_per_100k,23,Jämtland,2023,,,45-54,K,325.3,25,False
psych_substance_use_per_100k,23,Jämtland,2024,,,45-54,K,361.9,28,False
psych_substance_use_per_100k,23,Jämtland,2025,,,45-54,K,194.2,15,False
psych_substance_use_per_100k,23,Jämtland,2008,,,45-54,T,357.9,60,False
psych_substance_use_per_100k,23,Jämtland,2009,,,45-54,T,394.6,66,False
psych_substance_use_per_100k,23,Jämtland,2010,,,45-54,T,448.9,75,False
psych_substance_use_per_100k,23,Jämtland,2011,,,45-54,T,543.1,91,False
psych_substance_use_per_100k,23,Jämtland,2012,,,45-54,T,482.3,81,False
psych_substance_use_per_100k,23,Jämtland,2013,,,45-54,T,538.6,90,False
psych_substance_use_per_100k,23,Jämtland,2014,,,45-54,T,531.8,88,False
psych_substance_use_per_100k,23,Jämtland,2015,,,45-54,T,456.0,75,False
psych_substance_use_per_100k,23,Jämtland,2016,,,45-54,T,500.8,83,False
psych_substance_use_per_100k,23,Jämtland,2017,,,45-54,T,433.4,72,False
psych_substance_use_per_100k,23,Jämtland,2018,,,45-54,T,397.9,66,False
psych_substance_use_per_100k,23,Jämtland,2019,,,45-54,T,478.8,79,False
psych_substance_use_per_100k,23,Jämtland,2020,,,45-54,T,325.9,53,False
psych_substance_use_per_100k,23,Jämtland,2021,,,45-54,T,336.3,54,False
psych_substance_use_per_100k,23,Jämtland,2022,,,45-54,T,444.0,70,False
psych_substance_use_per_100k,23,Jämtland,2023,,,45-54,T,383.1,60,False
psych_substance_use_per_100k,23,Jämtland,2024,,,45-54,T,431.2,68,False
psych_substance_use_per_100k,23,Jämtland,2025,,,45-54,T,336.8,53,False
psych_substance_use_per_100k,24,Västerbotten,2008,,,45-54,M,785.9,129,False
psych_substance_use_per_100k,24,Västerbotten,2009,,,45-54,M,1016.2,168,False
psych_substance_use_per_100k,24,Västerbotten,2010,,,45-54,M,776.8,128,False
psych_substance_use_per_100k,24,Västerbotten,2011,,,45-54,M,793.8,131,False
psych_substance_use_per_100k,24,Västerbotten,2012,,,45-54,M,742.4,123,False
psych_substance_use_per_100k,24,Västerbotten,2013,,,45-54,M,771.2,128,False
psych_substance_use_per_100k,24,Västerbotten,2014,,,45-54,M,799.5,132,False
psych_substance_use_per_100k,24,Västerbotten,2015,,,45-54,M,715.3,118,False
psych_substance_use_per_100k,24,Västerbotten,2016,,,45-54,M,615.6,102,False
psych_substance_use_per_100k,24,Västerbotten,2017,,,45-54,M,698.4,117,False
psych_substance_use_per_100k,24,Västerbotten,2018,,,45-54,M,606.1,101,False
psych_substance_use_per_100k,24,Västerbotten,2019,,,45-54,M,540.9,90,False
psych_substance_use_per_100k,24,Västerbotten,2020,,,45-54,M,489.5,81,False
psych_substance_use_per_100k,24,Västerbotten,2021,,,45-54,M,433.9,71,False
psych_substance_use_per_100k,24,Västerbotten,2022,,,45-54,M,472.2,77,False
psych_substance_use_per_100k,24,Västerbotten,2023,,,45-54,M,471.1,77,False
psych_substance_use_per_100k,24,Västerbotten,2024,,,45-54,M,496.9,82,False
psych_substance_use_per_100k,24,Västerbotten,2025,,,45-54,M,556.4,92,False
psych_substance_use_per_100k,24,Västerbotten,2008,,,45-54,K,395.1,63,False
psych_substance_use_per_100k,24,Västerbotten,2009,,,45-54,K,574.6,92,False
psych_substance_use_per_100k,24,Västerbotten,2010,,,45-54,K,355.6,57,False
psych_substance_use_per_100k,24,Västerbotten,2011,,,45-54,K,400.9,64,False
psych_substance_use_per_100k,24,Västerbotten,2012,,,45-54,K,512.0,82,False
psych_substance_use_per_100k,24,Västerbotten,2013,,,45-54,K,399.6,64,False
psych_substance_use_per_100k,24,Västerbotten,2014,,,45-54,K,494.4,79,False
psych_substance_use_per_100k,24,Västerbotten,2015,,,45-54,K,357.7,57,False
psych_substance_use_per_100k,24,Västerbotten,2016,,,45-54,K,362.7,58,False
psych_substance_use_per_100k,24,Västerbotten,2017,,,45-54,K,374.3,60,False
psych_substance_use_per_100k,24,Västerbotten,2018,,,45-54,K,381.2,61,False
psych_substance_use_per_100k,24,Västerbotten,2019,,,45-54,K,288.4,46,False
psych_substance_use_per_100k,24,Västerbotten,2020,,,45-54,K,327.9,52,False
psych_substance_use_per_100k,24,Västerbotten,2021,,,45-54,K,222.7,35,False
psych_substance_use_per_100k,24,Västerbotten,2022,,,45-54,K,325.1,51,False
psych_substance_use_per_100k,24,Västerbotten,2023,,,45-54,K,315.2,49,False
psych_substance_use_per_100k,24,Västerbotten,2024,,,45-54,K,359.7,56,False
psych_substance_use_per_100k,24,Västerbotten,2025,,,45-54,K,377.7,59,False
psych_substance_use_per_100k,24,Västerbotten,2008,,,45-54,T,593.4,192,False
psych_substance_use_per_100k,24,Västerbotten,2009,,,45-54,T,798.9,260,False
psych_substance_use_per_100k,24,Västerbotten,2010,,,45-54,T,569.2,185,False
psych_substance_use_per_100k,24,Västerbotten,2011,,,45-54,T,600.6,195,False
psych_substance_use_per_100k,24,Västerbotten,2012,,,45-54,T,629.1,205,False
psych_substance_use_per_100k,24,Västerbotten,2013,,,45-54,T,588.7,192,False
psych_substance_use_per_100k,24,Västerbotten,2014,,,45-54,T,649.5,211,False
psych_substance_use_per_100k,24,Västerbotten,2015,,,45-54,T,539.6,175,False
psych_substance_use_per_100k,24,Västerbotten,2016,,,45-54,T,491.4,160,False
psych_substance_use_per_100k,24,Västerbotten,2017,,,45-54,T,540.0,177,False
psych_substance_use_per_100k,24,Västerbotten,2018,,,45-54,T,495.9,162,False
psych_substance_use_per_100k,24,Västerbotten,2019,,,45-54,T,417.3,136,False
psych_substance_use_per_100k,24,Västerbotten,2020,,,45-54,T,410.5,133,False
psych_substance_use_per_100k,24,Västerbotten,2021,,,45-54,T,330.5,106,False
psych_substance_use_per_100k,24,Västerbotten,2022,,,45-54,T,400.1,128,False
psych_substance_use_per_100k,24,Västerbotten,2023,,,45-54,T,395.1,126,False
psych_substance_use_per_100k,24,Västerbotten,2024,,,45-54,T,430.3,138,False
psych_substance_use_per_100k,24,Västerbotten,2025,,,45-54,T,469.6,151,False
psych_substance_use_per_100k,25,Norrbotten,2008,,,45-54,M,757.8,132,False
psych_substance_use_per_100k,25,Norrbotten,2009,,,45-54,M,690.4,120,False
psych_substance_use_per_100k,25,Norrbotten,2010,,,45-54,M,698.5,122,False
psych_substance_use_per_100k,25,Norrbotten,2011,,,45-54,M,644.2,113,False
psych_substance_use_per_100k,25,Norrbotten,2012,,,45-54,M,590.8,104,False
psych_substance_use_per_100k,25,Norrbotten,2013,,,45-54,M,623.4,109,False
psych_substance_use_per_100k,25,Norrbotten,2014,,,45-54,M,498.2,86,False
psych_substance_use_per_100k,25,Norrbotten,2015,,,45-54,M,576.5,99,False
psych_substance_use_per_100k,25,Norrbotten,2016,,,45-54,M,531.3,91,False
psych_substance_use_per_100k,25,Norrbotten,2017,,,45-54,M,541.7,92,False
psych_substance_use_per_100k,25,Norrbotten,2018,,,45-54,M,514.8,86,False
psych_substance_use_per_100k,25,Norrbotten,2019,,,45-54,M,536.1,88,False
psych_substance_use_per_100k,25,Norrbotten,2020,,,45-54,M,544.0,87,False
psych_substance_use_per_100k,25,Norrbotten,2021,,,45-54,M,532.5,83,False
psych_substance_use_per_100k,25,Norrbotten,2022,,,45-54,M,512.2,77,False
psych_substance_use_per_100k,25,Norrbotten,2023,,,45-54,M,596.7,88,False
psych_substance_use_per_100k,25,Norrbotten,2024,,,45-54,M,632.5,92,False
psych_substance_use_per_100k,25,Norrbotten,2025,,,45-54,M,674.8,98,False
psych_substance_use_per_100k,25,Norrbotten,2008,,,45-54,K,349.6,58,False
psych_substance_use_per_100k,25,Norrbotten,2009,,,45-54,K,246.3,41,False
psych_substance_use_per_100k,25,Norrbotten,2010,,,45-54,K,269.8,45,False
psych_substance_use_per_100k,25,Norrbotten,2011,,,45-54,K,313.8,52,False
psych_substance_use_per_100k,25,Norrbotten,2012,,,45-54,K,247.0,41,False
psych_substance_use_per_100k,25,Norrbotten,2013,,,45-54,K,229.2,38,False
psych_substance_use_per_100k,25,Norrbotten,2014,,,45-54,K,134.5,22,False
psych_substance_use_per_100k,25,Norrbotten,2015,,,45-54,K,258.7,42,False
psych_substance_use_per_100k,25,Norrbotten,2016,,,45-54,K,198.0,32,False
psych_substance_use_per_100k,25,Norrbotten,2017,,,45-54,K,266.9,43,False
psych_substance_use_per_100k,25,Norrbotten,2018,,,45-54,K,224.6,36,False
psych_substance_use_per_100k,25,Norrbotten,2019,,,45-54,K,241.4,38,False
psych_substance_use_per_100k,25,Norrbotten,2020,,,45-54,K,220.4,34,False
psych_substance_use_per_100k,25,Norrbotten,2021,,,45-54,K,239.4,36,False
psych_substance_use_per_100k,25,Norrbotten,2022,,,45-54,K,349.4,51,False
psych_substance_use_per_100k,25,Norrbotten,2023,,,45-54,K,431.2,61,False
psych_substance_use_per_100k,25,Norrbotten,2024,,,45-54,K,363.0,51,False
psych_substance_use_per_100k,25,Norrbotten,2025,,,45-54,K,310.7,43,False
psych_substance_use_per_100k,25,Norrbotten,2008,,,45-54,T,558.7,190,False
psych_substance_use_per_100k,25,Norrbotten,2009,,,45-54,T,473.2,161,False
psych_substance_use_per_100k,25,Norrbotten,2010,,,45-54,T,489.2,167,False
psych_substance_use_per_100k,25,Norrbotten,2011,,,45-54,T,483.7,165,False
psych_substance_use_per_100k,25,Norrbotten,2012,,,45-54,T,423.9,145,False
psych_substance_use_per_100k,25,Norrbotten,2013,,,45-54,T,431.5,147,False
psych_substance_use_per_100k,25,Norrbotten,2014,,,45-54,T,321.3,108,False
psych_substance_use_per_100k,25,Norrbotten,2015,,,45-54,T,422.0,141,False
psych_substance_use_per_100k,25,Norrbotten,2016,,,45-54,T,369.4,123,False
psych_substance_use_per_100k,25,Norrbotten,2017,,,45-54,T,407.9,135,False
psych_substance_use_per_100k,25,Norrbotten,2018,,,45-54,T,372.7,122,False
psych_substance_use_per_100k,25,Norrbotten,2019,,,45-54,T,391.8,126,False
psych_substance_use_per_100k,25,Norrbotten,2020,,,45-54,T,385.1,121,False
psych_substance_use_per_100k,25,Norrbotten,2021,,,45-54,T,388.6,119,False
psych_substance_use_per_100k,25,Norrbotten,2022,,,45-54,T,432.0,128,False
psych_substance_use_per_100k,25,Norrbotten,2023,,,45-54,T,515.7,149,False
psych_substance_use_per_100k,25,Norrbotten,2024,,,45-54,T,500.1,143,False
psych_substance_use_per_100k,25,Norrbotten,2025,,,45-54,T,497.1,141,False
psych_substance_use_per_100k,00,Sverige,2008,,,55-64,M,891.7,5432,False
psych_substance_use_per_100k,00,Sverige,2009,,,55-64,M,931.7,5601,False
psych_substance_use_per_100k,00,Sverige,2010,,,55-64,M,944.0,5596,False
psych_substance_use_per_100k,00,Sverige,2011,,,55-64,M,993.2,5822,False
psych_substance_use_per_100k,00,Sverige,2012,,,55-64,M,1001.9,5812,False
psych_substance_use_per_100k,00,Sverige,2013,,,55-64,M,1003.0,5764,False
psych_substance_use_per_100k,00,Sverige,2014,,,55-64,M,1026.0,5868,False
psych_substance_use_per_100k,00,Sverige,2015,,,55-64,M,983.0,5612,False
psych_substance_use_per_100k,00,Sverige,2016,,,55-64,M,1016.4,5834,False
psych_substance_use_per_100k,00,Sverige,2017,,,55-64,M,985.3,5697,False
psych_substance_use_per_100k,00,Sverige,2018,,,55-64,M,977.1,5720,False
psych_substance_use_per_100k,00,Sverige,2019,,,55-64,M,944.5,5650,False
psych_substance_use_per_100k,00,Sverige,2020,,,55-64,M,908.0,5540,False
psych_substance_use_per_100k,00,Sverige,2021,,,55-64,M,886.6,5508,False
psych_substance_use_per_100k,00,Sverige,2022,,,55-64,M,894.9,5663,False
psych_substance_use_per_100k,00,Sverige,2023,,,55-64,M,899.2,5763,False
psych_substance_use_per_100k,00,Sverige,2024,,,55-64,M,876.4,5661,False
psych_substance_use_per_100k,00,Sverige,2025,,,55-64,M,838.1,5466,False
psych_substance_use_per_100k,00,Sverige,2008,,,55-64,K,336.5,2041,False
psych_substance_use_per_100k,00,Sverige,2009,,,55-64,K,363.7,2181,False
psych_substance_use_per_100k,00,Sverige,2010,,,55-64,K,382.8,2269,False
psych_substance_use_per_100k,00,Sverige,2011,,,55-64,K,415.2,2432,False
psych_substance_use_per_100k,00,Sverige,2012,,,55-64,K,433.2,2511,False
psych_substance_use_per_100k,00,Sverige,2013,,,55-64,K,434.5,2491,False
psych_substance_use_per_100k,00,Sverige,2014,,,55-64,K,452.3,2575,False
psych_substance_use_per_100k,00,Sverige,2015,,,55-64,K,450.2,2557,False
psych_substance_use_per_100k,00,Sverige,2016,,,55-64,K,459.1,2616,False
psych_substance_use_per_100k,00,Sverige,2017,,,55-64,K,445.1,2551,False
psych_substance_use_per_100k,00,Sverige,2018,,,55-64,K,434.3,2513,False
psych_substance_use_per_100k,00,Sverige,2019,,,55-64,K,430.3,2540,False
psych_substance_use_per_100k,00,Sverige,2020,,,55-64,K,411.9,2475,False
psych_substance_use_per_100k,00,Sverige,2021,,,55-64,K,407.7,2492,False
psych_substance_use_per_100k,00,Sverige,2022,,,55-64,K,419.0,2602,False
psych_substance_use_per_100k,00,Sverige,2023,,,55-64,K,413.3,2599,False
psych_substance_use_per_100k,00,Sverige,2024,,,55-64,K,417.5,2650,False
psych_substance_use_per_100k,00,Sverige,2025,,,55-64,K,395.4,2535,False
psych_substance_use_per_100k,00,Sverige,2008,,,55-64,T,614.7,7473,False
psych_substance_use_per_100k,00,Sverige,2009,,,55-64,T,648.1,7782,False
psych_substance_use_per_100k,00,Sverige,2010,,,55-64,T,663.4,7865,False
psych_substance_use_per_100k,00,Sverige,2011,,,55-64,T,704.3,8254,False
psych_substance_use_per_100k,00,Sverige,2012,,,55-64,T,717.7,8323,False
psych_substance_use_per_100k,00,Sverige,2013,,,55-64,T,719.1,8255,False
psych_substance_use_per_100k,00,Sverige,2014,,,55-64,T,739.8,8443,False
psych_substance_use_per_100k,00,Sverige,2015,,,55-64,T,717.3,8169,False
psych_substance_use_per_100k,00,Sverige,2016,,,55-64,T,738.7,8450,False
psych_substance_use_per_100k,00,Sverige,2017,,,55-64,T,716.4,8248,False
psych_substance_use_per_100k,00,Sverige,2018,,,55-64,T,707.3,8233,False
psych_substance_use_per_100k,00,Sverige,2019,,,55-64,T,689.1,8190,False
psych_substance_use_per_100k,00,Sverige,2020,,,55-64,T,661.9,8015,False
psych_substance_use_per_100k,00,Sverige,2021,,,55-64,T,649.1,8000,False
psych_substance_use_per_100k,00,Sverige,2022,,,55-64,T,659.2,8265,False
psych_substance_use_per_100k,00,Sverige,2023,,,55-64,T,658.6,8362,False
psych_substance_use_per_100k,00,Sverige,2024,,,55-64,T,648.9,8311,False
psych_substance_use_per_100k,00,Sverige,2025,,,55-64,T,618.6,8001,False
psych_substance_use_per_100k,01,Stockholm,2008,,,55-64,M,1416.5,1635,False
psych_substance_use_per_100k,01,Stockholm,2009,,,55-64,M,1588.3,1814,False
psych_substance_use_per_100k,01,Stockholm,2010,,,55-64,M,1658.3,1874,False
psych_substance_use_per_100k,01,Stockholm,2011,,,55-64,M,1771.0,2000,False
psych_substance_use_per_100k,01,Stockholm,2012,,,55-64,M,1736.9,1964,False
psych_substance_use_per_100k,01,Stockholm,2013,,,55-64,M,1777.8,2024,False
psych_substance_use_per_100k,01,Stockholm,2014,,,55-64,M,1768.2,2038,False
psych_substance_use_per_100k,01,Stockholm,2015,,,55-64,M,1737.9,2028,False
psych_substance_use_per_100k,01,Stockholm,2016,,,55-64,M,1823.8,2177,False
psych_substance_use_per_100k,01,Stockholm,2017,,,55-64,M,1764.2,2150,False
psych_substance_use_per_100k,01,Stockholm,2018,,,55-64,M,1696.5,2122,False
psych_substance_use_per_100k,01,Stockholm,2019,,,55-64,M,1701.0,2206,False
psych_substance_use_per_100k,01,Stockholm,2020,,,55-64,M,1638.0,2185,False
psych_substance_use_per_100k,01,Stockholm,2021,,,55-64,M,1600.8,2190,False
psych_substance_use_per_100k,01,Stockholm,2022,,,55-64,M,1603.1,2246,False
psych_substance_use_per_100k,01,Stockholm,2023,,,55-64,M,1590.2,2270,False
psych_substance_use_per_100k,01,Stockholm,2024,,,55-64,M,1558.5,2260,False
psych_substance_use_per_100k,01,Stockholm,2025,,,55-64,M,1483.5,2190,False
psych_substance_use_per_100k,01,Stockholm,2008,,,55-64,K,558.6,670,False
psych_substance_use_per_100k,01,Stockholm,2009,,,55-64,K,678.2,802,False
psych_substance_use_per_100k,01,Stockholm,2010,,,55-64,K,765.6,894,False
psych_substance_use_per_100k,01,Stockholm,2011,,,55-64,K,824.9,955,False
psych_substance_use_per_100k,01,Stockholm,2012,,,55-64,K,883.1,1017,False
psych_substance_use_per_100k,01,Stockholm,2013,,,55-64,K,868.0,998,False
psych_substance_use_per_100k,01,Stockholm,2014,,,55-64,K,855.1,987,False
psych_substance_use_per_100k,01,Stockholm,2015,,,55-64,K,889.5,1037,False
psych_substance_use_per_100k,01,Stockholm,2016,,,55-64,K,908.1,1076,False
psych_substance_use_per_100k,01,Stockholm,2017,,,55-64,K,829.7,1004,False
psych_substance_use_per_100k,01,Stockholm,2018,,,55-64,K,804.3,997,False
psych_substance_use_per_100k,01,Stockholm,2019,,,55-64,K,781.8,1004,False
psych_substance_use_per_100k,01,Stockholm,2020,,,55-64,K,769.7,1017,False
psych_substance_use_per_100k,01,Stockholm,2021,,,55-64,K,756.0,1026,False
psych_substance_use_per_100k,01,Stockholm,2022,,,55-64,K,786.9,1092,False
psych_substance_use_per_100k,01,Stockholm,2023,,,55-64,K,773.8,1096,False
psych_substance_use_per_100k,01,Stockholm,2024,,,55-64,K,738.3,1065,False
psych_substance_use_per_100k,01,Stockholm,2025,,,55-64,K,694.0,1019,False
psych_substance_use_per_100k,01,Stockholm,2008,,,55-64,T,979.4,2305,False
psych_substance_use_per_100k,01,Stockholm,2009,,,55-64,T,1125.4,2616,False
psych_substance_use_per_100k,01,Stockholm,2010,,,55-64,T,1204.7,2768,False
psych_substance_use_per_100k,01,Stockholm,2011,,,55-64,T,1292.1,2955,False
psych_substance_use_per_100k,01,Stockholm,2012,,,55-64,T,1306.2,2981,False
psych_substance_use_per_100k,01,Stockholm,2013,,,55-64,T,1320.6,3022,False
psych_substance_use_per_100k,01,Stockholm,2014,,,55-64,T,1311.3,3025,False
psych_substance_use_per_100k,01,Stockholm,2015,,,55-64,T,1313.9,3065,False
psych_substance_use_per_100k,01,Stockholm,2016,,,55-64,T,1367.7,3253,False
psych_substance_use_per_100k,01,Stockholm,2017,,,55-64,T,1298.7,3154,False
psych_substance_use_per_100k,01,Stockholm,2018,,,55-64,T,1252.4,3119,False
psych_substance_use_per_100k,01,Stockholm,2019,,,55-64,T,1243.7,3210,False
psych_substance_use_per_100k,01,Stockholm,2020,,,55-64,T,1205.9,3202,False
psych_substance_use_per_100k,01,Stockholm,2021,,,55-64,T,1180.1,3216,False
psych_substance_use_per_100k,01,Stockholm,2022,,,55-64,T,1196.9,3338,False
psych_substance_use_per_100k,01,Stockholm,2023,,,55-64,T,1183.6,3366,False
psych_substance_use_per_100k,01,Stockholm,2024,,,55-64,T,1149.4,3325,False
psych_substance_use_per_100k,01,Stockholm,2025,,,55-64,T,1089.8,3209,False
psych_substance_use_per_100k,03,Uppsala,2008,,,55-64,M,846.9,180,False
psych_substance_use_per_100k,03,Uppsala,2009,,,55-64,M,743.3,156,False
psych_substance_use_per_100k,03,Uppsala,2010,,,55-64,M,764.3,158,False
psych_substance_use_per_100k,03,Uppsala,2011,,,55-64,M,839.2,172,False
psych_substance_use_per_100k,03,Uppsala,2012,,,55-64,M,826.9,167,False
psych_substance_use_per_100k,03,Uppsala,2013,,,55-64,M,910.7,181,False
psych_substance_use_per_100k,03,Uppsala,2014,,,55-64,M,944.1,186,False
psych_substance_use_per_100k,03,Uppsala,2015,,,55-64,M,917.6,180,False
psych_substance_use_per_100k,03,Uppsala,2016,,,55-64,M,1000.5,197,False
psych_substance_use_per_100k,03,Uppsala,2017,,,55-64,M,877.8,175,False
psych_substance_use_per_100k,03,Uppsala,2018,,,55-64,M,905.9,184,False
psych_substance_use_per_100k,03,Uppsala,2019,,,55-64,M,780.8,162,False
psych_substance_use_per_100k,03,Uppsala,2020,,,55-64,M,804.4,170,False
psych_substance_use_per_100k,03,Uppsala,2021,,,55-64,M,828.1,178,False
psych_substance_use_per_100k,03,Uppsala,2022,,,55-64,M,829.6,181,False
psych_substance_use_per_100k,03,Uppsala,2023,,,55-64,M,722.1,160,False
psych_substance_use_per_100k,03,Uppsala,2024,,,55-64,M,788.3,177,False
psych_substance_use_per_100k,03,Uppsala,2025,,,55-64,M,727.0,165,False
psych_substance_use_per_100k,03,Uppsala,2008,,,55-64,K,376.6,81,False
psych_substance_use_per_100k,03,Uppsala,2009,,,55-64,K,338.2,72,False
