hsaId,name,ownership,isFamiljecentral,address,phone,lat,lon,lanCode,kommunCode,kommungrupp,unitCode,spark_startYear,spark_endYear,spark_weightedDemand,spark_rj,spark_children05,url_1177,coord_source,spark_verify_1177,fetched_at
SE2321000016-14XX,Barnavårdscentral Vaxholm,Region,False,"Kapellgatan 2, VAXHOLM",08-541 718 20,59.4028382,18.3501145,01,0187,,01_SE2321000016-14XX,,,865,0.001155,563,https://www.1177.se/hitta-vard/kontaktkort/Familjelakarna-Vaxholm-BVC/,,live_2026-07-21,2026-08-26
SE162321000024-0024800,"Barnavårdscentral Älvkarleby, Älvkarleby",Region,False,"Ridderdalsvägen 3, Älvkarleby",018-611 03 00,60.5683265,17.457736,03,0319,,03_SE162321000024-0024800,,,914,0.001094,192,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Alvkarleby-Alvkarleby/,,live_2026-07-21,2026-08-26
SE162321000024-0023208,"Barnavårdscentral Årsta vårdcentral, Uppsala",Region,False,"Sparrisgatan 1, 754 46 Uppsala",018-611 87 15,59.8658487,17.6834169,03,0380,,03_SE162321000024-0023208,,,7038,0.000142,539,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Arsta-vardcentral-Uppsala/,,live_2026-07-21,2026-08-26
SE162321000024-0024801,Barnavårdscentral Örbyhus,Region,False,"Vendelvägen 5, Örbyhus",0293-202 00,60.2257182,17.6985275,03,0360,,03_SE162321000024-0024801,,,575,0.001737,289,https://www.1177.sehttps://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Orbyhus-Orbyhus/,,identity_mismatch_2026-07-21,2026-08-26
SE162321000024-0023223,"Barnavårdscentral Österbybruks vårdcentral, Österbybruk",Region,False,"Parkv 7, Österbybruk",018-611 07 90,60.19834,17.8922334,03,0382,,03_SE162321000024-0023223,,,783,0.001276,194,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Osterbybruk-Osterbybruk/,,live_2026-07-21,2026-08-26
SE162321000024-0023216,"Barnavårdscentral Östervåla vårdcentral, Östervåla",Region,False,"Åbygränd 2, Östervåla",018-611 08 50,60.1821431,17.1862974,03,0331,,03_SE162321000024-0023216,,,737,0.001356,284,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Ostervala-vardcentral-Ostervala/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000024-0023211,"Barnavårdscentral Östhammars vårdcentral, Östhammar",Region,False,"Lasarettsvägen 1, Östhammar",0173-880 00,60.2570996,18.3649958,03,0382,,03_SE162321000024-0023211,,,866,0.001154,385,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Osthammars-vardcentral-Osthammar/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000156-4GS6,Barnavårdscentralen,Region,False,"Assemblégatan 1, Kristinehamn",010-838 63 20,59.3095879,14.1104305,17,1781,,17_SE162321000156-4GS6,,,1130,0.000885,722,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-familjecentralen-Kallan-Kristinehamn/,,live_2026-07-21,2026-08-26
SE2321000065-7330028996218,Barnavårdscentralen Alvesta,Region,True,"Hjortsbergavägen 57, 342 36 Alvesta",0472-38 92 20,56.8972587,14.5448513,07,0764,,07_SE2321000065-7330028996218,,,1717,0.000582,898,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Alvesta-Vardcentralen-Alvesta/,,live_2026-07-21,2026-08-26
SE2321000115-O20705,"Barnavårdscentralen Amadeuskliniken Fyllinge, Halmstad",Region,False,"Amadeuskliniken Fyllinge, Forellvägen 2, Halmstad",035-464 00,56.6487929,12.9203741,13,1380,,13_SE2321000115-O20705,,,6239,0.00016,517,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Amadeuskliniken-Fyllinge-Halmstad/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000115-F23794,"Barnavårdscentralen Andersberg, Halmstad",Region,False,"Vårdcentralen Andersberg, Skolgången 2, Halmstad",035-16 24 00,56.6607822,12.9004503,13,1380,,13_SE2321000115-F23794,,,6596,0.000152,463,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Andersberg-Halmstad/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O17531,Barnavårdscentralen Anderslöv,Region,True,"Landsvägen 2197D, Anderslöv",0410-35 97 70,55.437606,13.3226908,12,1287,,12_SE162321000255-O17531,,,1017,0.000983,464,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Anderslov/,,live_2026-07-21,2026-08-26
SE2321000164-10F7,Barnavårdscentralen BVC Askersunds vårdcentral,Region,False,"Bertil Boos väg 9, Askersund",0583-857 10,58.8838745,14.9129254,18,1882,,18_SE2321000164-10F7,,,353,0.002828,498,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Askersunds-vardcentral/,,live_2026-07-21,2026-08-26
SE2321000164-10FC,Barnavårdscentralen BVC Capio vårdcentral Hallsberg,Region,True,"Hallsbergs familjecentral, Västra Skolan, Västra Storgatan 42, Hallsberg",0582-880 11,59.0643225,15.095984,18,1861,,18_SE2321000164-10FC,,,1891,0.000529,774,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Hallsbergs-familjecentral-V-Storgatan-Hallsberg/,,live_2026-07-21,2026-08-26
SE2321000164-10FM,Barnavårdscentralen BVC Kumla vårdcentral,Region,False,"Magasinsgatan 4, Kumla",019-602 91 20,59.1241461,15.1404026,18,1881,,18_SE2321000164-10FM,,,931,0.001074,1584,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Kumla-vardcentral/,,live_2026-07-21,2026-08-26
SE2321000164-10G3,Barnavårdscentralen BVC Nora vårdcentral,Region,False,"Kvarnvägen 11, 713 31 Nora",0587-843 00,59.5213136,15.0313879,18,1884,,18_SE2321000164-10G3,,,540,0.001851,591,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Nora-vardcentral/,,live_2026-07-21,2026-08-26
SE2321000164-10GK,Barnavårdscentralen BVC Olaus Petri vårdcentral,Region,True,"Fredsgatan 23, Örebro",019-602 34 01,59.2761183,15.2187118,18,1880,,18_SE2321000164-10GK,,,6360,0.000157,559,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Fredsgatan-Olaus-Petri-vardcentral/,,live_2026-07-21,2026-08-26
SE2321000164-10GP,Barnavårdscentralen BVC Tybble vårdcentral,Region,False,"Forskarvägen 1, Örebro",019-602 88 00,59.2536438,15.2393749,18,1880,,18_SE2321000164-10GP,,,5033,0.000199,767,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-BVC-Forskarvagen-Tybble-vardcentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
,Barnavårdscentralen Bokskogen,Region,False,,,55.5784709,13.176113,12,1263,,12_X0213,,,6061,0.000165,601,,,,2026-08-26
SE2321000115-F37405,"Barnavårdscentralen Breared, Varberg",Region,False,"Vårdcentralen Breared, Marmorgatan 1, Varberg",0340-48 21 70,57.0866954,12.275273,13,1383,,13_SE2321000115-F37405,,,3662,0.000273,512,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Breared-Varberg/,,live_2026-07-21,2026-08-26
SE162321000255-O17712,Barnavårdscentralen Brösarp,Region,False,"Brunnsviksvägen 4, Brösarp",0414-39 76 00,55.725012,14.0998533,12,1270,,12_SE162321000255-O17712,,,599,0.001667,371,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Brosarp/,,live_2026-07-21,2026-08-26
SE2321000115-F89101,"Barnavårdscentralen Bua, Väröbacka",Region,False,"Buavägen 32, Bua",0340-48 20 50,57.2365198,12.1272989,13,1383,,13_SE2321000115-F89101,,,972,0.001028,257,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Bua/,,live_2026-07-21,2026-08-26
SE162321000255-O18013,Barnavårdscentralen Bunkeflo,Region,False,"Klagshamnsvägen 46, Bunkeflostrand",040-623 95 83,55.5536839,12.919706,12,1280,,12_SE162321000255-O18013,,,10199,9.8e-05,782,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Bunkeflo/,,live_2026-07-21,2026-08-26
SE2321000115-F62315,"Barnavårdscentralen Bäckagård, Halmstad",Region,False,"Vårdcentralen Bäckagård, Bäckagårdsvägen 47, Halmstad",035-13 43 04,56.6625809,12.7817586,13,1380,,13_SE2321000115-F62315,,,4525,0.000221,844,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Backagard-Halmstad/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000115-F26822,"Barnavårdscentralen Capio Husläkarna Kungsbacka, Kungsbacka",Region,False,"Capio Husläkarna Kungsbacka, Nygatan 10 D, Kungsbacka",0300-56 67 66,57.485061,12.0762201,13,1384,,13_SE2321000115-F26822,,,3958,0.000253,143,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Capio-Huslakarna-Kungsbacka/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000115-F74024,"Barnavårdscentralen Capio Husläkarna Vallda, Vallda",Privat,False,"Capio Husläkarna Vallda, Valldavägen 29A, Vallda",0300-373 88,57.4818997,12.0079522,13,1384,,13_SE2321000115-F74024,,,5362,0.000186,667,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Capio-Huslakarna-Vallda/,,live_2026-07-21,2026-08-26
SE2321000115-F54485,"Barnavårdscentralen Capio Vårdcentral Falkenberg, Falkenberg",Region,False,"Capio Vårdcentral Falkenberg, Nygatan 64, Falkenberg",0346-71 50 80,56.8992426,12.4918974,13,1382,,13_SE2321000115-F54485,,,3488,0.000287,396,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Capio-Vardcentral-Falkenberg/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000115-F96037,"Barnavårdscentralen Capio Vårdcentral Halmstad, Halmstad",Region,False,"Capio Vårdcentral Halmstad, Brogatan 13, Halmstad",035-16 11 30,56.6744559,12.8545792,13,1380,,13_SE2321000115-F96037,,,6793,0.000147,194,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Capio-Vardcentral-Halmstad/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000065-7330028996003,Barnavårdscentralen Centrum,Region,False,"Västra Esplanaden 9 C, Växjö",0470-58 95 03,56.8817202,14.8014237,07,0780,,07_SE2321000065-7330028996003,,,4722,0.000212,387,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Centrum-Centrum-Vaxjo/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O17572,Barnavårdscentralen Centrumkliniken,Region,True,"Kontinentgatan 4, Trelleborg",0410-35 98 95,55.3727343,13.1592814,12,1287,,12_SE162321000255-O17572,,,2554,0.000392,1514,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Centrumkliniken/,,live_2026-07-21,2026-08-26
SE2321000065-7330028996058,"Barnavårdscentralen Dalbo, Araby Dalbo centrum",Region,True,"Höstvägen 10 B, VÄXJÖ",0470-58 69 09,56.891393,14.7959463,07,0780,,07_SE2321000065-7330028996058,,,4799,0.000208,799,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Dalbo-Araby-Familjecentral/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O17570,Barnavårdscentralen Delfinen,Region,True,"Stinsens trädgårdsgata 21, Höganäs",042-406 03 97,56.2017828,12.5600651,12,1284,,12_SE162321000255-O17570,,,2247,0.000445,375,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Delfinen/,,live_2026-07-21,2026-08-26
SE2321000180-4779,Barnavårdscentralen Domnarvet,Region,False,"Bergebyvägen 5, Borlänge sjukhus",0243-49 73 05,60.5033498,15.4650688,20,2081,,20_SE2321000180-4779,,,1874,0.000534,336,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentral-Domnarvet/,,live_2026-07-21,2026-08-26
,Barnavårdscentralen Edane,Region,False,,,59.629899,12.8219293,17,1784,,17_X0228,,,353,0.002826,170,,,,2026-08-26
SE162321000255-O17573,"Barnavårdscentralen Fagerängen, Trelleborg",Region,False,"Syster Jennys väg 2B, Trelleborg",0410-35 97 12,55.3718936,13.1896391,12,1287,,12_SE162321000255-O17573,,,1939,0.000515,489,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Fagerangen-Trelleborg/,,live_2026-07-21,2026-08-26
SE2321000115-F56589,"Barnavårdscentralen Falkenberg, Falkenberg",Region,False,"Vårdcentralen Falkenberg, Urmakaregatan 2, ingång B",0346-562 10,56.9076364,12.501361,13,1382,,13_SE2321000115-F56589,,,3753,0.000266,716,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Falkenberg/,,live_2026-07-21,2026-08-26
SE2321000032-4KK3,Barnavårdscentralen Familjecentralen Doktor.se Vingåker,Region,False,Sävstaholmsvägen 32-34,0151-52 54 00,59.0363786,15.8775364,04,0428,,04_SE2321000032-4KK3,,,906,0.001103,108,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Familjecentralen-Doktorse-Vingaker-Vingaker/,,live_2026-07-21,2026-08-26
SE2321000032-442Z,Barnavårdscentralen Familjecentralen Nävertorp Katrineholm,Region,False,"Kerstinbodagatan 37, 641 50 Katrineholm",0150-48 86 46,58.9840913,16.1835226,04,0483,,04_SE2321000032-442Z,,,1330,0.000752,229,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Familjecentralen-Navertorp-Katrineholm-Katrineholm/,,live_2026-07-21,2026-08-26
SE2321000032-42GM,Barnavårdscentralen Familjecentralen Strängnäs,Region,False,Eskilstunavägen 34,0152-260 70,59.377813,17.0062314,04,0486,,04_SE2321000032-42GM,,,714,0.0014,681,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Familjecentralen-Strangnas-Vardcentralen-Strangnas/,,live_2026-07-21,2026-08-26
SE2321000032-4CZX,Barnavårdscentralen Familjecentralen Torshälla,Region,False,Brogatan 13,016-10 41 36,59.4198685,16.4751455,04,0484,,04_SE2321000032-4CZX,,,2264,0.000442,518,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Familjecentralen-Torshalla-Eskilstuna/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000032-43QD,Barnavårdscentralen Familjecentralen Vårdcentralen Gnesta,Region,True,Nygatan 29,0158-524 35,59.0454791,17.3017478,04,0461,,04_SE2321000032-43QD,2026,2026,513,0.001949,288,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Familjecentralen-Vardcentralen-Gnesta-Gnesta/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000255-O13081,Barnavårdscentralen Familjens hus,Region,True,"Norra Parkgatan 23, Malmö",040-623 96 00,55.592923,13.0118382,12,1280,,12_SE162321000255-O13081,,,16638,6e-05,1047,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Familjens-hus/,,live_2026-07-21,2026-08-26
SE162321000156-4B4B,Barnavårdscentralen Filipstad,Region,False,"Vikhyttegatan 14, Filipstad",010-831 88 15,59.7126779,14.1781981,17,1782,,17_SE162321000156-4B4B,,,425,0.002351,457,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Filipstad/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000115-F72866,"Barnavårdscentralen Fjärås, Fjärås",Region,False,"Vårdcentralen Fjärås, Rajgräsvägen 1, Fjärås",0300-56 52 50,57.4623554,12.1715725,13,1384,,13_SE2321000115-F72866,,,2140,0.000467,620,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Fjaras/,,live_2026-07-21,2026-08-26
SE2321000115-F39093,"Barnavårdscentralen Fridlef Vårdcentral, Frillesås",Region,False,"Fridlef Vårdcentral, Torstensviksvägen 6, Frillesås",0340-20 12 00,57.3172343,12.1745196,13,1384,,13_SE2321000115-F39093,,,1300,0.000769,792,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Fridlef-Vardcentral-Frillesas/,,live_2026-07-21,2026-08-26
SE162321000255-O17580,Barnavårdscentralen Fröhuset Husensjö,Region,True,"Skaragatan 100, Helsingborg",042-406 04 81,56.049837,12.7263394,12,1283,,12_SE162321000255-O17580,,,8555,0.000117,347,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Frohuset-Husensjo/,,live_2026-07-21,2026-08-26
SE162321000255-O31350,Barnavårdscentralen Förslöv,Region,False,"Färgerivägen 2A, Förslöv",0431-58 71 46,56.3493926,12.8186076,12,1278,,12_SE162321000255-O31350,,,1987,0.000503,540,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Forslov/,,live_2026-07-21,2026-08-26
SE162321000255-O17634,Barnavårdscentralen Genarp,Region,False,"Norra Fäladsvägen 8, Genarp",046-275 17 54,55.5989043,13.3982259,12,1281,,12_SE162321000255-O17634,,,2092,0.000478,270,https://www.1177.sehttps://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Genarp/,,no_live_card_2026-07-21,2026-08-26
SE2321000115-F70386,"Barnavårdscentralen Getinge, Getinge",Region,False,"Vårdcentralen Getinge, Doktorsgatan 4, Getinge",035-16 24 70,56.8160489,12.7352406,13,1380,,13_SE2321000115-F70386,,,2581,0.000387,289,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Getinge/,,live_2026-07-21,2026-08-26
SE162321000255-O17645,"Barnavårdscentralen Granbacken, Malmö",Region,False,"Granbacksvägen 101, Malmö",040-623 47 31,55.5941394,13.0702303,12,1280,,12_SE162321000255-O17645,,,14714,6.8e-05,1077,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Granbacken-Malmo/,,live_2026-07-21,2026-08-26
,Barnavårdscentralen Grums,Region,False,,,59.3525786,13.1025689,17,1764,,17_X0246,,,1561,0.000641,115,,,,2026-08-26
SE162321000156-4B58,Barnavårdscentralen Grums,Region,False,Sveagatan 61,010-834 32 26,59.3490788,13.1089872,17,1764,,17_SE162321000156-4B58,,,1719,0.000581,378,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Grums/,,live_2026-07-21,2026-08-26
SE162321000255-O17578,Barnavårdscentralen Gullviksborg,Region,True,"Nydalatorget 2, Malmö",040-623 45 87,55.5739211,13.0210703,12,1280,,12_SE162321000255-O17578,,,17155,5.8e-05,1787,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Gullviksborg/,,live_2026-07-21,2026-08-26
SE2321000115-F98631,"Barnavårdscentralen Hertig Knut, Halmstad",Region,False,"Vårdcentralen Hertig Knut, Köpmansgatan 29, Halmstad",035-13 43 70,56.6759883,12.8572287,13,1380,,13_SE2321000115-F98631,,,6838,0.000146,811,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Hertig-Knut-Halmstad/,,live_2026-07-21,2026-08-26
SE2321000115-F70857,"Barnavårdscentralen Husläkarna Falkenberg, Falkenberg",Region,False,"Husläkarna Falkenberg, Skreavägen 15, Falkenberg",0346-45 40 30,56.8944153,12.5402634,13,1382,,13_SE2321000115-F70857,,,3607,0.000277,372,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Huslakarna-Falkenberg/,,live_2026-07-21,2026-08-26
SE162321000255-O37740,Barnavårdscentralen Häljarp,Region,False,"Fridhemsvägen 4, Häljarp",0418-65 14 12,55.851546,12.91521,12,1282,,12_SE162321000255-O37740,,,3465,0.000289,304,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Radstugan-filial-Haljarp/,osm_place:Häljarp,live_2026-07-21,2026-08-26
SE2321000115-F79005,"Barnavårdscentralen Håsten, Varberg",Region,False,"Vårdcentralen Håsten, Håstens torg 6, Varberg",0340-48 20 10,57.1120028,12.2795,13,1383,,13_SE2321000115-F79005,,,3973,0.000252,876,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Hasten-Varberg/,,live_2026-07-21,2026-08-26
SE162321000255-O17541,Barnavårdscentralen Hörby,Region,False,"Råbyvägen 41A, Hörby",0415-25 13 78,55.8455811,13.6703467,12,1266,,12_SE162321000255-O17541,,,660,0.001513,673,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Horby/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000065-7330028996027,Barnavårdscentralen Ingelstad,Region,False,"Helenetorpsvägen 2, INGELSTAD",0470-58 94 13,56.743913,14.9215423,07,0780,,07_SE2321000065-7330028996027,,,885,0.001129,358,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Ingelstad-Vardcentralen-Ingelstad/,,live_2026-07-21,2026-08-26
SE162321000255-O17543,Barnavårdscentralen Klippan,Region,True,"Tingsgatan 22, Klippan",0435-66 62 95,56.135593,13.126611,12,1276,,12_SE162321000255-O17543,,,2821,0.000354,531,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Klippan/,,live_2026-07-21,2026-08-26
SE2321000016-52BG,Barnavårdscentralen Knoppen AB,Region,False,"Åstorpsringen 6, ENSKEDEDALEN",070-247 47 16,59.2885999,18.0987287,01,0180,,01_SE2321000016-52BG,,,17608,5.7e-05,2263,https://www.1177.se/hitta-vard/kontaktkort/BVC-Knoppen-Dalen/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE2321000115-F67778,"Barnavårdscentralen Kolla, Kungsbacka",Region,False,"Granittorget 1, Kungsbacka",0300-56 26 50,57.4772008,12.0690641,13,1384,,13_SE2321000115-F67778,,,4346,0.00023,724,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Kolla-Kungsbacka/,1177_hsa_2026-07-21,live_2026-07-21,2026-08-26
SE162321000156-4B5H,Barnavårdscentralen Kronoparken Karlstad,Region,False,"Sommargatan 110, Karlstad",010-831 94 83,59.4056401,13.5793727,17,1780,,17_SE162321000156-4B5H,,,4409,0.000227,1474,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Kronoparken-Karlstad/,,live_2026-07-21,2026-08-26
SE2321000115-F71478,"Barnavårdscentralen Kungsbacka, Kungsbacka",Region,False,"Vårdcentralen Kungsbacka, Sjukstugegatan 18, ingång 2",0300-56 52 40,57.4941803,12.0842082,13,1384,,13_SE2321000115-F71478,,,3618,0.000276,245,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Kungsbacka/,,live_2026-07-21,2026-08-26
SE162321000255-O17585,Barnavårdscentralen Kärråkra,Region,False,"Trollenäsvägen 2, Eslöv",0413-35 10 60,55.8441782,13.2867098,12,1285,,12_SE162321000255-O17585,,,2293,0.000436,534,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Karrakra/,,live_2026-07-21,2026-08-26
SE162321000255-O17545,Barnavårdscentralen Kävlinge,Region,False,"Kvarngatan 21, Kävlinge",046-275 20 00,55.7906969,13.1127161,12,1261,,12_SE162321000255-O17545,,,3578,0.000279,1252,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Kavlinge/,,live_2026-07-21,2026-08-26
SE2321000115-F42773,"Barnavårdscentralen Lagaholmskliniken, Laholm",Region,False,"Lagaholmskliniken, Stortorget 6B, Laholm",0430-493 32,56.5138828,13.0442248,13,1381,,13_SE2321000115-F42773,,,2657,0.000376,409,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Lagaholmskliniken-Laholm/,,live_2026-07-21,2026-08-26
,Barnavårdscentralen Lagan,Region,False,,,56.9195212,13.9965444,07,0781,,07_X0263,,,1570,0.000637,75,,,,2026-08-26
SE2321000065-7330028996157,"Barnavårdscentralen Lagan, Barnavårdscentralen",Region,True,"Hjortstigen 1, Lagan.",070-984 47 19,56.9148333,13.9833054,07,0781,,07_SE2321000065-7330028996157,,,1717,0.000582,180,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Lagan-familjecentral-Barnavardscentralen-Lagan/,,live_2026-07-21,2026-08-26
SE2321000115-F98952,"Barnavårdscentralen Laholmshälsan, Laholm",Region,False,"Laholmshälsan, Glänningeleden 5, Laholm",0430-787 80,56.5027218,13.0517036,13,1381,,13_SE2321000115-F98952,,,2546,0.000393,577,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Laholmshalsan-Laholm/,,live_2026-07-21,2026-08-26
SE162321000255-O17608,Barnavårdscentralen Landborgen,Region,False,"Tågagatan 47, Helsingborg",042-406 04 24,56.0570976,12.6919862,12,1283,,12_SE162321000255-O17608,,,8388,0.000119,832,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Landborgen/,,live_2026-07-21,2026-08-26
SE162321000255-O17586,Barnavårdscentralen Laröd,Region,False,"Travvägen 27, Helsingborg",042-406 08 50,56.0943023,12.6569925,12,1283,,12_SE162321000255-O17586,,,5702,0.000175,307,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Larod/,,live_2026-07-21,2026-08-26
SE2321000115-F29445,"Barnavårdscentralen Laurentiuskliniken, Falkenberg",Region,False,"Laurentiuskliniken, Holgersgatan 25A, Falkenberg",0346-71 35 35,56.9028328,12.4879487,13,1382,,13_SE2321000115-F29445,,,3710,0.000269,388,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Laurentiuskliniken-Falkenberg/,,live_2026-07-21,2026-08-26
SE162321000255-O17587,"Barnavårdscentralen Laxen, Ängelholm",Region,False,"Sockerbruksgatan 8, Ängelholm",0431-58 70 78,56.2464814,12.8573398,12,1292,,12_SE162321000255-O17587,,,1928,0.000519,49,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Laxen-Angelholm/,,live_2026-07-21,2026-08-26
SE162321000255-O18015,Barnavårdscentralen Limhamn,Region,False,"Övägen 1A, Limhamn",040-623 95 71,55.5870528,12.9277347,12,1280,,12_SE162321000255-O18015,,,10720,9.3e-05,1048,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Limhamn/,,live_2026-07-21,2026-08-26
SE162321000255-O17589,Barnavårdscentralen Linero,Region,False,"Linero torg 2, Lund",046-275 20 62,55.6951553,13.242241,12,1281,,12_SE162321000255-O17589,,,10270,9.7e-05,694,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Linero/,,live_2026-07-21,2026-08-26
SE162321000255-O17546,Barnavårdscentralen Ljungbyhed,Region,False,"Infanterigatan 10, Ljungbyhed",072-599 93 86,56.0747512,13.2374792,12,1276,,12_SE162321000255-O17546,,,1276,0.000783,344,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Ljungbyhed/,,live_2026-07-21,2026-08-26
SE2321000115-F42177,"Barnavårdscentralen Lugnetkliniken, Varberg",Region,False,"Lugnetkliniken, Lindbergsvägen 2C, Varberg",0340-381 81,57.1239128,12.2674779,13,1383,,13_SE2321000115-F42177,,,4085,0.000245,1064,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Lugnetkliniken-Varberg/,,live_2026-07-21,2026-08-26
SE2321000115-F24231,"Barnavårdscentralen Läjeskliniken, Träslövsläge",Region,False,"Läjeskliniken, Nätvägen 1, Träslövsläge",0340-67 01 40,57.0548831,12.2967605,13,1383,,13_SE2321000115-F24231,,,3226,0.00031,241,https://www.1177.se/hitta-vard/kontaktkort/Barnavardscentralen-Lajeskliniken-Traslovslage/,,live_2026-07-21,2026-08-26
